Name,released,ratings,metacritic,esrb
Flying Pengy,2016-10-26,0.0,,None
3D Chess,2016-12-06,0.0,,None
Mr. Shadow,2016-11-17,0.0,,None
Naught Reawakening,2015-04-08,0.0,,None
The Treasures of Montezuma 5,2016-03-10,0.0,,None
Red Goddess: Inner World,2015-06-30,0.0,53.0,Everyone 10+
Terror Lab,2016-03-16,0.0,,None
Toxic Terror,2016-06-03,0.0,,None
Gridworld,2015-12-24,0.0,,None
Nature Defenders,2015-12-21,0.0,,None
Pillars of Eternity: The White March - Part II,2016-02-15,3.69,,None
Finque,2016-11-11,0.0,,None
Just a Cleric,2016-05-19,0.0,,None
Viking Saga: The Cursed Ring,2015-10-29,0.0,,None
Assassins vs Pirates,2016-05-10,0.0,,None
Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,0.0,,None
Infinity Blade III,2013-09-18,4.23,,Teen
One Day: The Sun Disappeared,2015-12-21,0.0,,None
Battlefield 3: Armored Kill,2012-09-18,4.08,,None
"Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition",2016-09-29,0.0,,None
GiAnt,2016-08-02,0.0,,None
MindTex 2,2016-02-22,0.0,,None
Mibibli's Quest,2016-08-04,0.0,,None
Faron's Fate,2015-10-15,0.0,,None
DEFENDERS,2016-01-04,0.0,,None
Monomino,2014-10-03,0.0,,None
Pony World 3,2015-04-27,0.0,,None
Robonauts,2016-11-09,2.78,71.0,Everyone 10+
VR: Vacate the Room,2016-07-15,0.0,,None
Rubek,2016-09-07,0.0,,None
I Get This Call Every Day,2016-06-09,0.0,,None
The Space Garden,2016-10-03,0.0,,None
LEGO Ninjago: Shadow of Ronin,2015-03-24,0.0,,None
Ghost Cleaner,2015-11-05,0.0,,None
StartBolita,2015-07-30,0.0,,None
Man in a Maze: Deathmatch,2014-10-16,0.0,,None
Deer Man,2016-04-15,0.0,,None
MOAI 3: Trade Mission Collector's Edition,2016-01-29,0.0,,None
Fernbus Simulator,2016-08-25,0.0,,None
Wayward Souls,2014-04-24,0.0,,None
Mountain Trap 2: Under the Cloak of Fear,2016-12-14,0.0,,None
High Strangeness,2015-05-06,0.0,,None
Crewsaders,2016-11-17,0.0,,None
Pure Hold'em,2015-08-20,0.0,,None
Spaceforce Rogue Universe HD,2015-05-26,0.0,,None
Holiday Bonus GOLD,2016-12-27,0.0,,None
ARK BOX Unlimited,2016-11-29,0.0,,None
Assassin's Creed Syndicate: Jack the Ripper,2015-12-15,3.78,,None
Battlefield 3: Close Quarters,2012-06-04,3.81,73.0,Mature
Star Fight,2016-11-11,0.0,,None
RISE OF THE GUARDIANS,2012-11-20,0.0,,Everyone 10+
TWIN BROS,2016-11-29,0.0,,None
Neoncube,2015-10-02,0.0,,None
Cargo Cult: Shoot'n'Loot VR,2016-12-08,0.0,,None
MewnBase,2016-01-18,4.0,,None
Life in Bunker,2016-02-25,0.0,,None
Smash Hit,2014-03-06,3.88,,None
Xenoraid,2016-11-08,0.0,,Everyone 10+
Wild Animal Racing,2016-03-07,3.33,,None
Pierhead Arcade,2016-09-21,0.0,,Teen
CrossWorlds: Escape,2016-10-12,0.0,,None
Magic Flute,2016-02-17,0.0,,None
Sky Nations,2014-07-17,0.0,,None
Ultimate Space Commando,2015-05-12,0.0,,None
Redrum: Dead Diary,2016-10-20,0.0,,None
Need for Speed: Rivals - Complete Edition,2014-10-21,3.4,,None
Ingress,2012-11-17,4.14,,None
The Wizard's Lair,2016-08-03,0.0,,None
Space Merchants: Arena,2016-11-04,0.0,,None
WinKings,2016-10-28,0.0,,None
Sir! I'd Like To Report A Bug!,2013-10-23,0.0,,None
5089: The Action RPG,2016-02-03,0.0,,None
EA SPORTS NBA LIVE 14,2013-11-19,0.0,,Everyone 10+
NASCAR Heat Evolution,2016-09-12,0.0,66.0,Everyone
Killzone 3 Multiplayer,2012-02-28,0.0,,Mature
Shin Megami Tensei: Devil Survivor 2: Record Breaker,2015-05-05,0.0,,Teen
STATIC: Investigator Training,2015-04-14,0.0,,None
Robot Legions Reborn,2016-07-19,0.0,,None
Watson's Watch,2016-06-06,0.0,,None
Dawn's Light 2,2016-11-08,0.0,,None
Downpour,2015-05-14,0.0,,None
Fractured Soul,2012-09-13,0.0,,Teen
Battlefield 3: Aftermath,2012-12-11,3.87,,None
SAMURAI WARRIORS 4 Empires,2015-09-17,0.0,,Teen
Executive Assault,2015-07-17,0.0,,None
Transcendence,2015-07-24,0.0,,None
Shadowmatic,2015-01-15,4.19,,None
Roads of Rome 3,2012-01-25,0.0,,Everyone 10+
DiscStorm,2015-08-20,0.0,58.0,None
My Riding Stables,2014-03-28,0.0,,None
Notch - The Innocent LunA: Eclipsed SinnerS,2015-06-04,0.0,,Mature
Hakuoki: Stories of the Shinsengumi,2014-05-06,0.0,,Mature
Sayonara UmiharaKawase +,2015-04-21,0.0,,Everyone 10+
PhysDrive,2016-11-14,0.0,,None
Cut the Rope 2,2013-12-19,3.67,,Everyone 10+
Shin Megami Tensei: Devil Survivor 2,2012-02-28,0.0,,Mature
Clumsy Moose Season,2016-03-02,0.0,,None
Ranger of the jungle,2016-07-18,0.0,,None
Gochi-Show! for Girls -How To Learn Japanese Cooking Game,2016-09-07,0.0,,None
Borstal,2016-03-22,0.0,,None
EURGAVA - Fight for Haaria,2016-12-01,0.0,,None
MONSTER WORLD IV,2012-05-10,0.0,,Everyone 10+
The Revenge of Johnny Bonasera,2016-10-31,0.0,,Teen
Otherland,2015-08-26,0.0,,None
Wildlife Creative Studio,2015-01-28,0.0,,None
Ghost in the Machine,2015-04-22,0.0,,None
The Good Life(2012),2014-11-21,0.0,,None
FreezeME,2015-12-10,0.0,,None
Golden Krone Hotel,2016-10-25,0.0,,None
LOST ORBIT,2015-05-12,0.0,72.0,Teen
Table Mini Golf,2013-04-09,0.0,,Everyone 10+
Mad Snowboarding,2015-09-08,0.0,,Teen
Best Buds vs Bad Guys,2016-12-07,0.0,,None
The Dungeoning,2014-05-02,0.0,,None
Elite Dangerous: Horizons,2015-12-15,4.64,,Teen
Clockwork Empires,2016-10-26,0.0,58.0,None
Trainz: A New Era,2015-05-14,0.0,,None
Silent Service,2014-11-06,0.0,,None
The World II: Hunting BOSS,2014-11-07,0.0,,Teen
Red Rope: Don't Fall Behind,2016-07-21,0.0,,None
Tahira: Echoes of the Astral Empire,2016-08-30,3.17,66.0,None
Samurai Wars,2016-07-27,0.0,,None
All My Gods,2015-10-13,0.0,,None
Don't Let Go!,2016-09-13,0.0,,None
Sword Daughter,2015-02-13,0.0,,None
Rhythm Thief & the Emperor's Treasure,2012-01-19,4.0,,None
Mekorama,2016-05-14,4.0,,Everyone
Split,2016-03-02,0.0,,None
Hell,2014-11-13,0.0,,None
Exteria,2016-10-26,0.0,,None
WARZONE,2016-07-11,0.0,,Mature
Dishonored: Game of the Year Edition,2013-10-08,4.18,,None
Nancy Drew: Tomb of the Lost Queen,2012-05-08,3.62,,None
Azure Striker Gunvolt: Striker Pack,2016-10-04,0.0,,None
AMOK,2016-03-22,0.0,,None
Insane Decay of Mind,2016-05-06,0.0,,None
Second Warfare,2015-06-22,0.0,,None
Super Destronaut,2015-03-19,0.0,,None
Atelier Shallie ~Alchemists of the Dusk Sea~,2015-04-07,0.0,,Everyone 10+
ZAMB! Biomutant Extermination,2014-06-20,0.0,,None
Sector 724,2016-11-04,0.0,,None
1917 - The Alien Invasion DX,2016-04-01,0.0,,None
Age of Barbarian Extended Cut,2016-06-03,2.5,,Adults Only
Air Missions: HIND,2016-03-21,0.0,,None
The Sims 3: University Life,2013-03-05,4.21,,None
The Bizarre Creations of Keith the Magnificent,2015-09-29,0.0,,None
BLIP,2016-09-15,0.0,,None
Man Alive,2015-05-25,0.0,,None
Trickster VR - Procedural Dungeon Crawler,2016-08-12,0.0,,None
X-17,2016-03-02,0.0,,None
Santa Sling,2016-12-20,0.0,,None
Bot Colony,2014-06-16,0.0,,None
Turtle Odyssey,2015-10-21,0.0,,None
868-HACK,2013-08-30,0.0,,Everyone 10+
Claws & Feathers,2015-03-26,0.0,,None
Snow Fortress,2016-12-16,0.0,,None
Might & Magic: Heroes VI - Shades of Darkness,2013-05-02,3.45,,None
The Lost City Of Malathedra,2015-03-31,0.0,,None
Crash Dummy,2015-09-11,0.0,,Everyone 10+
Starlight Vega,2016-04-14,0.0,,None
Champions of Anteria,2016-08-30,0.0,67.0,None
Vision Runner,2016-10-19,0.0,,None
Atriage,2016-04-07,0.0,,None
LEGO Ninjago: Nindroids,2014-07-29,0.0,,Everyone 10+
DesertLand 2115,2016-11-18,0.0,,None
Perraw - FPS Clone War Alpha,2016-01-29,0.0,,None
Funklift,2016-06-08,0.0,,None
Farming Giant,2013-11-06,0.0,,None
Dragon Age: Inquisition - The Descent,2015-08-11,4.14,,None
NSFW ~ Not a Simulator For Working,2016-10-28,0.0,,Adults Only
Star Wars: Galaxy of Heroes,2015-11-24,3.62,,None
The Crystal Nebula,2016-07-27,0.0,,None
Get Rich or Die Gaming,2015-09-02,0.0,,None
Table Top Racing,2013-01-31,3.71,,Everyone 10+
Witch Trainer,2015-02-15,4.29,,Adults Only
001 Game Creator,2015-07-13,0.0,,None
Habitus,2016-01-29,0.0,,None
Magnetized,2014-01-11,0.0,,Everyone 10+
A Dark Room,2013-06-10,4.0,,None
Little Briar Rose,2016-11-16,0.0,,Everyone 10+
Classic Fun Collection 5 in 1,2016-04-29,0.0,,None
WALLSLIDE,2016-07-14,0.0,,None
NoLimits 2 Roller Coaster Simulation,2014-08-21,0.0,,None
Friendship Club,2015-03-24,0.0,,None
Front Page Sports Football,2014-10-02,0.0,,None
Expect The Unexpected,2016-12-08,0.0,,Everyone 10+
Viking Brothers,2014-04-23,0.0,,None
Blues and Bullets - Digital Comic,2015-07-22,0.0,,None
The Last Dogma - Wilder Wein Edition,2015-06-30,0.0,,None
Revolution Under Siege Gold,2015-07-02,0.0,,None
Raptor Valley,2016-09-09,0.0,,None
Cataclysm: Dark Days Ahead,2015-12-09,4.4,,Teen
Shred It!,2014-09-25,0.0,,None
Alchemist's Awakening,2016-03-21,0.0,,None
Tiger Woods PGA TOUR 13,2012-03-27,0.0,,Everyone
Parallels,2015-11-13,0.0,,Everyone 10+
Gnomes Vs. Fairies: Greckel's Quest,2016-07-01,0.0,,None
The Language Game,2015-07-09,0.0,,Everyone 10+
The Odyssey,2016-09-04,0.0,,None
quadrant,2015-05-01,0.0,,None
My Mom is a Witch,2016-11-09,0.0,,None
Tracks of Triumph: Summertime,2016-09-19,0.0,,None
Time and Eternity,2012-10-11,0.0,,None
Panzermadels: Tank Dating Simulator,2016-03-09,0.0,,None
Prompt,2015-07-06,0.0,,None
Forsaken Isle,2015-02-06,0.0,,None
Eclipsed,2016-02-17,0.0,,None
Shuffle!,2016-11-22,0.0,,None
Active Soccer 2 DX,2016-03-30,0.0,,Everyone 10+
Natural - Beyond Nature,2016-12-12,0.0,,None
Santa Rockstar,2016-12-13,0.0,,None
Icarus-X: Tides of Fire,2015-06-24,0.0,,Everyone 10+
ALONE IN SPACE,2016-02-22,0.0,,Teen
Mass Effect 3: Resurgence Pack,2012-04-10,3.5,,None
Crypt of the Serpent King,2016-12-21,0.0,,None
Ridge,2016-07-07,0.0,,None
Moonrise,2015-05-27,0.0,,None
Radical Heroes: Crimson City Crisis,2016-10-04,0.0,,None
Wayward Sky,2016-10-10,0.0,,Teen
Nancy Drew: The Deadly Device,2012-10-16,3.75,,None
Zombie Grinder,2015-10-16,0.0,,None
Miko Mole,2015-11-24,0.0,,Everyone 10+
BoxBoy!,2015-04-02,4.08,80.0,Everyone
WolfQuest,2016-03-25,0.0,,None
Pulse,2015-10-20,0.0,57.0,None
God Of Arrows VR,2016-11-02,0.0,,None
Fearful Symmetry,2016-12-28,0.0,,None
ACA NEOGEO METAL SLUG,2016-11-28,0.0,,Teen
Crazy Sapper 3D,2016-10-26,0.0,,None
Journey of the King,2014-11-15,0.0,,None
Oceanhorn,2013-11-14,3.85,,None
Rugby World Cup 2015,2015-09-04,0.0,,None
XenoBloom,2015-09-23,0.0,,None
Gathering Sky,2015-08-13,0.0,,Everyone
Command: Modern Air / Naval Operations WOTY,2014-09-26,0.0,,None
DREAMFLIGHT VR,2015-05-21,0.0,,None
SimCity BuildIt,2014-12-16,3.25,,None
The Afterglow of Grisaia,2016-07-19,0.0,,None
Invizimals: The Resistance,2014-10-29,0.0,,Everyone 10+
Inferno 2,2014-10-02,0.0,,Everyone
Switch 'N' Shoot,2016-10-17,0.0,,None
StarDrone Extreme,2012-04-17,0.0,,Everyone 10+
Oblivious Garden ~Carmina Burana,2014-12-12,0.0,,None
A Little Lily Princess,2016-05-19,0.0,,None
Last Days of Old Earth,2016-06-07,0.0,66.0,None
Truck Mechanic Simulator 2015,2015-05-01,0.0,,None
Voice of Pripyat,2014-11-19,0.0,,None
Save Halloween: City of Witches,2016-05-09,0.0,,None
Slap Village: Reality Slap,2016-07-21,0.0,,None
REVERSE SIDE,2015-07-30,0.0,,None
RED Fuse: Rolling Explosive Device,2015-09-16,0.0,,None
Jumper,2015-05-29,0.0,,None
Battle For The Sun,2015-07-22,0.0,,None
Nancy's Summer VR,2016-12-13,0.0,,None
Road Works,2015-08-11,0.0,,None
Breakneck,2015-08-27,0.0,76.0,Everyone 10+
Cranks and Goggles,2016-12-21,0.0,,None
Etrian Odyssey IV: Legends of the Titan,2012-07-05,0.0,,None
Marble Mountain,2016-04-04,0.0,,None
Sprinter,2016-02-25,0.0,,None
Planet in the Shadows,2016-04-15,0.0,,None
Heroes of Might and Magic VII,2015-09-29,2.88,,None
Echo Prime,2013-10-24,0.0,,Teen
Modern Combat 4: Zero Hour,2012-11-30,3.93,,None
Orgarhythm,2012-08-09,0.0,,Everyone 10+
Fallout 4: Wasteland Workshop,2016-04-12,2.85,53.0,Mature
YANKAI'S TRIANGLE,2016-11-02,0.0,,Everyone 10+
The Sims 3: Into the Future,2013-10-22,4.18,,None
Life With A Slave - Teaching Feeling,2015-11-03,0.0,,None
Space Survival,2016-06-22,0.0,,None
Oblivion's Edge,2016-11-10,0.0,,None
Jeeboman,2016-04-05,0.0,,None
Final Goalie: Football simulator,2016-11-17,0.0,,None
Remain,2016-12-21,0.0,,None
Silver Bullet: Prometheus,2016-04-08,0.0,,None
Dr.Green,2015-01-02,0.0,,None
Mind Unleashed,2016-05-05,0.0,,None
PowerUp Heroes,2012-12-04,0.0,,Everyone 10+
Alchemic Jousts,2016-11-22,0.0,,Everyone 10+
THEATRHYTHM FINAL FANTASY CURTAIN CALL,2014-04-24,4.36,,None
MARVEL Contest of Champions,2014-12-10,3.62,,None
Heroes Rise: HeroFall,2014-07-11,0.0,,None
Mosaic: Game of Gods,2016-10-31,0.0,,None
Galaxy of Trian Board Game,2016-10-18,0.0,,None
Proxy - Ultimate Hacker,2016-10-14,0.0,,None
My Lady,2016-03-28,0.0,,None
Animal Crossing: Amiibo Festival,2015-11-13,2.0,46.0,Everyone
Mekazoo,2016-11-14,0.0,80.0,Everyone
8 Ball Pool,2013-02-27,3.87,,None
Swingin Swiggins,2016-12-15,0.0,,None
Hyspherical 2,2016-02-16,0.0,,None
Picross 3D: Round 2,2015-10-01,4.08,86.0,Everyone
Soko Match,2016-09-16,0.0,,None
Cube Escape: Birthday,2016-02-15,4.37,,Teen
GooseBumps,2014-10-01,0.0,,None
Dimensional,2015-06-03,0.0,,None
Fancy Skiing VR,2016-08-09,0.0,,None
Pregnancy,2015-03-02,0.0,,None
Hieroglyphika,2016-02-03,0.0,,None
Carnage Racing,2013-11-21,0.0,,None
Gravity Core - Braintwisting Space Odyssey,2015-07-01,0.0,,None
My Pet Hotel 2,2014-03-27,0.0,,None
The Glow,2015-12-10,0.0,,None
Nun Attack,2012-11-30,0.0,,None
Cell HD: emergence,2015-02-19,0.0,,None
Asguaard,2015-04-10,0.0,,None
Sleeping Dogs: Nightmare in North Point,2012-10-30,3.12,,None
CDF Ghostship,2015-06-26,0.0,,None
Bad Sector HDD,2016-10-14,0.0,,None
Of Love And Sorrow,2016-08-08,0.0,,None
3D Pool,2016-06-17,0.0,,None
illumine,2016-09-29,0.0,,None
Rulers of Nations,2014-07-16,0.0,63.0,None
Hill Climb Racing 2,2016-12-07,4.0,,None
Nancy Drew: Sea of Darkness,2015-05-19,3.56,,Everyone 10+
GearCity,2014-05-30,0.0,,None
Defense Zone 2,2012-11-07,0.0,,Teen
Farm Mania: Hot Vacation,2015-10-23,0.0,,None
Beatbuddy: On Tour,2015-12-04,0.0,,None
Farm Expert 2017,2016-09-01,0.0,,None
Doctor Watson - The Riddle of the Catacombs,2016-03-04,0.0,,None
Cavernus,2016-07-05,0.0,,None
Puzzle Nebula,2016-07-05,0.0,,None
Goscurry,2015-01-16,0.0,,None
Tyranny - Gold Edition,2016-11-10,0.0,,None
Celia's Quest,2015-06-24,0.0,,None
Blasted Fortress,2015-01-08,0.0,,None
Polyology,2016-03-28,0.0,,None
Close Combat - Panthers in the Fog,2015-05-14,0.0,,None
Objects In Space,2016-01-01,0.0,,None
Azure Striker Gunvolt 2,2016-09-29,0.0,,None
Operation Babel: New Tokyo Legacy,2015-04-30,0.0,,Mature
Standpoint,2015-03-05,0.0,,Everyone
The Caretaker - Dungeon Nightshift,2016-10-10,0.0,,None
Event Horizon,2016-04-30,0.0,,None
Timber and Stone,2015-10-20,0.0,,None
Children of Liberty,2014-04-18,0.0,,None
LASTFIGHT,2016-05-19,0.0,,None
Skylanders SuperChargers,2015-09-20,0.0,,None
Ceres,2015-10-16,0.0,74.0,None
SLG Remix,2016-06-01,0.0,,None
Veilia,2016-08-23,0.0,,None
Empty Soul - S&S Edition,2016-06-30,0.0,,None
Maze Sounds,2016-10-01,0.0,,None
Elven Assassin,2016-09-10,0.0,,None
EA SPORTS GRAND SLAM TENNIS 2,2012-02-14,0.0,,Everyone 10+
Kinect Rush: Snapshot,2012-04-06,2.17,,Everyone
Cursor Challenge,2016-04-05,0.0,,None
Great Big War Game,2012-07-18,0.0,,Everyone 10+
Nanobots,2016-03-15,0.0,,None
Slide Ride Arcade,2016-06-15,0.0,,None
The Narrator Is a DICK,2016-06-14,0.0,,None
Pokémon Rumble World,2016-04-29,1.38,,None
Pane In The Glass,2016-08-08,0.0,,None
Cosmic Cavern 3671 宇宙最大の地底最大の作戦,2016-07-14,0.0,,None
Frantic Freighter,2016-08-29,0.0,,None
Emergency 2017,2016-10-27,0.0,,None
Falcon 4.0,2016-01-08,0.0,85.0,None
Falling Skies: The Game,2014-09-30,0.0,,Teen
SBX: Invasion,2015-06-01,0.0,,None
Drift Into Eternity,2016-12-13,0.0,,None
Beyond Sol,2015-10-13,0.0,83.0,None
Hybrid,2012-08-08,0.0,,Teen
Cube Escape: Arles,2015-06-05,4.22,,Teen
Noda,2014-12-04,0.0,,None
Cerdocornio,2016-10-12,0.0,,None
SpaceRoads,2016-05-05,0.0,,None
NASCAR '14,2014-02-18,0.0,,None
XCavalypse,2016-06-06,0.0,,None
Polygod,2016-10-13,0.0,,None
Just Sing,2016-09-06,0.0,,Everyone 10+
Spectra,2015-05-08,0.0,,Teen
Sym,2015-05-07,0.0,61.0,None
SCP: Containment Breach,2012-04-06,4.56,,None
Gardenarium,2016-02-25,0.0,,None
VRNinja,2016-09-14,0.0,,None
Wish -tale of the sixteenth night of lunar month,2016-08-19,0.0,,None
A Legend of Luca,2016-04-05,0.0,,None
Crystal Chip Collector,2016-03-21,0.0,,None
Army of Pixels,2015-10-29,0.0,,None
XLarn,2015-05-25,0.0,,None
300 Dwarves,2013-07-08,0.0,,Everyone 10+
Spellblast,2016-03-13,0.0,,None
And So It Was,2016-02-29,0.0,,None
UnderEarth,2016-06-22,0.0,,None
Galactineers,2016-03-25,0.0,,None
Trials Frontier,2014-04-10,3.85,,Teen
Psychocat: The Answer,2016-01-11,0.0,,None
Candy Thieves - Tale of Gnomes,2016-10-24,0.0,,None
Lavapools,2016-05-04,0.0,,None
Sim Junta,2015-08-18,0.0,,None
Abomination Tower,2015-02-13,0.0,,None
Zombie City Defense 2,2016-08-19,0.0,,None
Forestry 2017 - The Simulation,2016-03-25,0.0,,Everyone 10+
Weeping Doll,2016-10-27,0.0,,Teen
Heroes of the Seven Seas VR,2016-10-14,0.0,,None
King of Booze: Drinking Game,2014-08-07,0.0,,Mature
City Z,2016-04-29,0.0,,None
Battlefield 4: China Rising,2013-12-17,4.0,,Adults Only
BossConstructor,2016-10-24,0.0,,None
4x4 Dream Race,2014-07-15,0.0,,None
SteamVR Driver for Razer Hydra,2016-07-28,0.0,,None
A-10 VR,2016-04-05,0.0,,None
ROMANCE OF THE THREE KINGDOMS XIII / 三國志13,2016-01-27,0.0,,None
Advanced Gaming Platform::Epica,2016-12-22,0.0,,Adults Only
Bit Shifter,2015-11-02,0.0,,None
Super Treasure Arena,2016-09-15,0.0,,None
Unheard Screams - King Leopold II's Rule Over The Congo,2015-05-11,0.0,,None
Pirate Hell,2014-11-07,0.0,,None
Welkin Road,2016-04-13,0.0,,None
Starlight Inception ,2013-08-08,0.0,,Teen
Gladiator School,2016-12-08,0.0,,None
Custom Town,2016-08-24,0.0,,None
Wayward Terran Frontier: Zero Falls,2016-02-11,0.0,,None
"Duke Grabowski, Mighty Swashbuckler",2016-10-06,0.0,,None
Save Your Mother,2015-12-03,0.0,,None
Rogue System,2016-05-16,0.0,,None
Vaccine War,2016-03-20,0.0,,None
Tennis Elbow 2013,2015-03-13,0.0,,None
Act of Aggression,2015-09-02,0.0,,None
Kirby and the Rainbow Curse,2015-02-20,0.0,,None
Starlight Drifter,2016-05-18,0.0,,None
Featherpunk Prime,2016-09-01,0.0,,None
Base Raid,2016-11-17,0.0,,None
Ant-gravity: Tiny's Adventure,2016-12-15,0.0,,Everyone 10+
Borderlands 2: Mr. Torgue's Campaign of Carnage,2012-11-20,3.92,,None
Skyshine's BEDLAM Redux!,2015-09-15,0.0,,None
Auto Dealership Tycoon,2015-10-23,0.0,,Everyone
Blockscape,2014-07-03,0.0,,None
The Turkey of Christmas Past,2016-12-19,0.0,,None
Battle High 2 A+,2015-12-16,0.0,,Teen
Rocksmith 2014 Edition,2013-10-22,3.89,,None
Project Green Beat,2015-01-16,0.0,,None
Moorhuhn / Crazy Chicken Tales,2014-09-30,0.0,,None
Spells 'n' Stuff,2016-04-04,0.0,,None
Date Warp,2014-09-02,0.0,,None
Leviathan: the Cargo — Ongoing series,2016-07-10,0.0,,None
Crash Dive,2014-06-12,0.0,,None
Tank: M1A1 Abrams Battle Simulation,2015-11-13,0.0,,None
The Sims 3: Supernatural,2012-09-04,4.08,74.0,Teen
Bric - The Casual Indie Game,2016-10-06,0.0,,None
WarBirds - World War II Combat Aviation,2015-05-05,0.0,,None
Resilience: Wave Survival,2015-12-23,0.0,,None
Kingspray Graffiti VR,2016-12-06,0.0,,None
Cavern Kings,2014-09-30,0.0,,None
Asteroids Minesweeper,2016-07-08,0.0,,None
Diorama No.3: The Marchland,2016-04-05,0.0,,None
Ben 10 Omniverse 2,2013-11-05,0.0,,Everyone 10+
Candy Kingdom VR,2016-09-20,0.0,,None
Lords of the Black Sun,2014-09-12,0.0,,None
The Men of Yoshiwara: Kikuya,2015-10-14,0.0,,Teen
Radial-G: Racing Revolved,2016-03-28,0.0,,Everyone 10+
Lolly Joe,2016-08-05,0.0,,None
Prune,2015-07-23,4.33,,None
Lemurzin,2015-11-02,0.0,,None
FLAMBERGE,2015-03-25,0.0,,None
PokéPark 2: Wonders Beyond,2012-02-27,4.36,60.0,Everyone
Floors of Discomfort,2015-04-03,0.0,,None
Congo,2016-03-21,0.0,,None
Sol Trader,2016-06-06,0.0,,None
Survival Kingdom,2016-10-13,0.0,,None
Default Dan,2015-03-18,0.0,,None
Battlefield 3: End Game,2013-03-05,4.0,,None
Pacific Liberation Force,2014-09-16,0.0,,None
The Sunset,2016-07-13,0.0,,None
Gran Vitreous,2015-05-20,0.0,,None
Hero and Daughter+,2016-02-18,0.0,,None
Polaris Sector,2016-03-22,0.0,76.0,None
Arena of Valor,2015-11-26,4.0,,Teen
Pocket Rumble,2016-02-01,0.0,,None
Doritos Crash Course 2,2013-05-08,2.82,,None
Sketch Tales,2015-09-28,0.0,,None
Dungeon League,2015-07-23,0.0,,None
The Musketeers: Victoria's Quest,2015-08-20,0.0,,None
Super Night Riders,2016-02-22,0.0,,Everyone
Wii Party U,2013-10-25,3.89,65.0,Everyone
KLAUS,2016-01-19,0.0,,Everyone 10+
Truck Driver,2013-10-01,0.0,,Everyone 10+
S.O.R.S,2016-03-04,0.0,,None
JOLT: Super Robot Racer,2016-11-15,0.0,,None
Thrills & Chills - Roller Coasters,2016-09-20,0.0,,None
Army of TWO: The Devil's Cartel,2013-03-26,3.17,,None
Farming Simulator 14,2013-11-18,0.0,,None
The Guilt and the Shadow,2015-02-02,0.0,,None
Sky Gamblers: Storm Raiders,2012-11-29,0.0,,None
Deathstate,2015-10-19,0.0,,Teen
Prison Tycoon Alcatraz,2015-05-11,0.0,,None
Polynomial 2 - Universe of the Music,2016-05-31,0.0,,None
Survival Is Not Enough,2015-10-02,0.0,,None
Chunky Orbits,2016-12-20,0.0,,None
Demigods,2015-10-15,0.0,,None
Monster Challenge Circus,2014-05-15,0.0,,None
TacoFace,2016-12-21,0.0,,None
Island Flight Simulator,2015-04-17,0.0,,None
Root Letter,2016-06-16,0.0,,Mature
Ridiculous Fishing - A Tale of Redemption,2013-03-14,4.31,,None
Uncraft World,2015-09-25,0.0,,None
Friday Night Bullet Arena,2014-07-19,0.0,,Everyone
Bad birthday,2016-11-11,0.0,,None
Usagi Yojimbo: Way of the Ronin,2013-02-21,0.0,,Teen
Ninja Outbreak,2016-03-30,0.0,,None
Gem Forge,2016-11-01,0.0,,None
Doctor Watson - Treasure Island,2016-03-11,0.0,,None
Conflicks - Revolutionary Space Battles,2015-11-05,0.0,63.0,None
Super Cane Magic ZERO,2015-08-26,0.0,,None
Zumba Fitness: Rush,2012-02-13,0.0,,Everyone 10+
MotorSport Revolution,2015-01-15,0.0,,None
Stealth Labyrinth,2016-04-29,0.0,,None
Doom & Destiny Advanced,2015-08-03,0.0,,Teen
Nancy Drew: The Silent Spy,2013-10-22,3.88,,Everyone 10+
Cats are Liquid,2016-07-25,0.0,,None
Blue-Collar Astronaut,2015-10-30,0.0,,Everyone 10+
BuildMoreCubes,2016-11-21,0.0,,None
Korwin The Game,2015-10-01,0.0,,None
Thirst VR,2016-08-10,0.0,,None
Lifestream - A Haunting Text Adventure,2016-09-19,0.0,,None
SwingStar VR,2016-12-20,0.0,,None
Bombslinger,2016-07-19,0.0,,None
Santa's Special Delivery,2016-12-11,0.0,,None
Battlefield 4: Naval Strike,2014-03-31,4.08,68.0,Adults Only
Dyna Bomb,2016-05-13,0.0,,Everyone
Mass Effect 3: Rebellion Pack,2012-05-29,3.6,,None
Weed Shop 2,2016-12-18,0.0,,None
Devil Sealing Stone,2016-04-11,0.0,,None
MOAI 4: Terra Incognita Collector’s Edition,2016-06-07,0.0,,None
Warlock: Master of the Arcane,2012-05-08,0.0,,None
Super Markup Man,2016-08-16,0.0,,None
EVE: Valkyrie,2016-11-17,0.0,69.0,Teen
OZMAFIA!!,2016-04-29,0.0,,None
Cut the Rope: Time Travel,2013-04-18,3.56,,Everyone 10+
MARVEL Future Fight,2015-04-29,3.93,,None
Mythic Victory Arena,2016-10-03,0.0,,None
Hypnorain,2016-07-08,0.0,,None
Professional Lumberjack 2015,2015-03-05,0.0,,None
DROD: The Second Sky,2014-06-20,0.0,,None
The Sacred Stone: A Story Adventure,2016-01-29,0.0,,None
CastleAbra,2015-06-05,0.0,,None
Cube Escape: Harvey's Box,2015-06-25,4.0,,Teen
Blade Arcus from Shining: Battle Arena,2016-07-28,0.0,,None
